"","","South","South"
"Year","Time","pv","gas"
"2016",6531.00,0.00,3644.23
"2016",6532.00,0.00,3523.49
"2016",6533.00,0.00,3518.88
"2016",6534.00,0.00,3555.75
"2016",6535.00,82.20,3566.63
"2016",6536.00,751.13,2858.07
"2016",6537.00,2189.62,1639.86
"2016",6538.00,3208.92,972.63
"2016",6539.00,3675.35,838.91
"2016",6540.00,3767.66,918.95
"2016",6541.00,3905.63,761.64
"2016",6542.00,3850.36,538.57
"2016",6543.00,3598.82,725.59
"2016",6544.00,3057.43,1206.14
"2016",6545.00,1895.83,2264.52
"2016",6546.00,500.09,3694.37
"2016",6547.00,36.17,4330.63
"2016",6548.00,0.00,5230.39
"2016",6549.00,0.00,5212.88
"2016",6550.00,0.00,4942.84
"2016",6551.00,0.00,4677.40
"2016",6552.00,0.00,4237.77
"2016",6553.00,0.00,3964.96
"2016",6554.00,0.00,3719.80
"2016",6555.00,0.00,3608.28
"2016",6556.00,0.00,3625.79
"2016",6557.00,0.00,3616.58
"2016",6558.00,0.00,3768.65
"2016",6559.00,77.50,4098.52
"2016",6560.00,663.17,4169.06
"2016",6561.00,1863.97,3745.23
"2016",6562.00,2882.68,3113.61
"2016",6563.00,3465.03,2675.03
"2016",6564.00,3565.56,2712.76
"2016",6565.00,3638.72,2153.88
"2016",6566.00,3471.79,2496.85
"2016",6567.00,3110.93,2978.45
"2016",6568.00,2534.99,3508.30
"2016",6569.00,1460.27,4502.84
"2016",6570.00,412.14,5351.89
"2016",6571.00,32.83,5761.61
"2016",6572.00,0.00,6379.70
"2016",6573.00,0.00,6221.17
"2016",6574.00,0.00,5901.36
"2016",6575.00,0.00,5382.47
"2016",6576.00,0.00,4782.47
"2016",6577.00,0.00,4401.83
"2016",6578.00,0.00,4151.14
"2016",6579.00,0.00,4004.59
"2016",6580.00,0.00,3925.33
"2016",6581.00,0.00,3938.23
"2016",6582.00,0.00,4048.83
"2016",6583.00,42.77,4356.29
"2016",6584.00,400.86,4518.01
"2016",6585.00,1338.48,4380.39
"2016",6586.00,2196.23,3817.57
"2016",6587.00,2667.65,3470.58
"2016",6588.00,2749.82,3446.47
"2016",6589.00,2789.00,3036.79
"2016",6590.00,2664.85,3260.47
"2016",6591.00,2383.99,3657.46
"2016",6592.00,1932.45,4117.30
"2016",6593.00,1205.21,4792.00
"2016",6594.00,373.95,5481.33
"2016",6595.00,31.57,5869.79
"2016",6596.00,0.00,6393.52
"2016",6597.00,0.00,6219.33
"2016",6598.00,0.00,5896.75
"2016",6599.00,0.00,5282.93
"2016",6600.00,0.00,4768.64
"2016",6601.00,0.00,4391.69
"2016",6602.00,0.00,4143.76
"2016",6603.00,0.00,4026.71
"2016",6604.00,0.00,3952.06
"2016",6605.00,0.00,4017.50
"2016",6606.00,0.00,4066.34
"2016",6607.00,66.20,4299.68
"2016",6608.00,682.86,4317.12
"2016",6609.00,2069.79,3735.71
"2016",6610.00,3118.98,2962.10
"2016",6611.00,3583.77,2653.99
"2016",6612.00,3630.12,2663.87
"2016",6613.00,3741.07,2106.84
"2016",6614.00,3639.07,2406.99
"2016",6615.00,3364.61,2792.05
"2016",6616.00,2865.22,3262.87
"2016",6617.00,1784.46,4260.68
"2016",6618.00,490.96,5428.84
"2016",6619.00,33.02,5928.24
"2016",6620.00,0.00,6387.99
"2016",6621.00,0.00,6214.72
"2016",6622.00,0.00,5810.11
"2016",6623.00,0.00,5422.10
"2016",6624.00,0.00,4809.20
"2016",6625.00,0.00,4394.45
"2016",6626.00,0.00,4199.98
"2016",6627.00,0.00,4042.38
"2016",6628.00,0.00,3954.82
"2016",6629.00,0.00,4030.40
"2016",6630.00,0.00,4101.37
"2016",6631.00,68.85,4380.91
"2016",6632.00,702.78,4320.24
"2016",6633.00,2110.55,3770.53
"2016",6634.00,3140.92,3025.88
"2016",6635.00,3632.35,2557.49
"2016",6636.00,3709.04,2555.45
"2016",6637.00,3876.26,1974.41
"2016",6638.00,3835.07,2173.20
"2016",6639.00,3633.91,2473.90
"2016",6640.00,3146.23,2874.94
"2016",6641.00,1948.49,3961.16
"2016",6642.00,507.81,5152.08
"2016",6643.00,28.96,5558.12
"2016",6644.00,0.00,6292.14
"2016",6645.00,0.00,6132.69
"2016",6646.00,0.00,5798.13
"2016",6647.00,0.00,5321.64
"2016",6648.00,0.00,4762.19
"2016",6649.00,0.00,4370.49
"2016",6650.00,0.00,4123.49
"2016",6651.00,0.00,3971.41
"2016",6652.00,0.00,3913.35
"2016",6653.00,0.00,3874.64
"2016",6654.00,0.00,3827.63
"2016",6655.00,67.01,3848.18
"2016",6656.00,710.09,3140.59
"2016",6657.00,2148.77,2094.54
"2016",6658.00,3212.45,1322.09
"2016",6659.00,3715.62,1004.17
"2016",6660.00,3849.28,1058.53
"2016",6661.00,4021.39,860.62
"2016",6662.00,3975.12,676.47
"2016",6663.00,3756.68,889.38
"2016",6664.00,3193.89,1299.18
"2016",6665.00,1937.61,2515.83
"2016",6666.00,489.63,3923.26
"2016",6667.00,27.09,4686.26
"2016",6668.00,0.00,5479.24
"2016",6669.00,0.00,5407.35
"2016",6670.00,0.00,5095.83
"2016",6671.00,0.00,4778.78
"2016",6672.00,0.00,4422.10
"2016",6673.00,0.00,4101.37
"2016",6674.00,0.00,3774.18
"2016",6675.00,0.00,3636.85
"2016",6676.00,0.00,3547.45
"2016",6677.00,0.00,3525.33
"2016",6678.00,0.00,3586.16
"2016",6679.00,68.97,3728.25
"2016",6680.00,713.11,2956.00
"2016",6681.00,2122.51,2017.56
"2016",6682.00,3199.82,1349.47
"2016",6683.00,3707.41,991.19
"2016",6684.00,3851.94,969.24
"2016",6685.00,4020.20,751.21
"2016",6686.00,3964.12,695.77
"2016",6687.00,3720.29,972.78
"2016",6688.00,3133.32,1473.11
"2016",6689.00,1854.36,2679.26
"2016",6690.00,463.88,4030.11
"2016",6691.00,25.66,4705.19
"2016",6692.00,0.00,5529.93
"2016",6693.00,0.00,5389.84
"2016",6694.00,0.00,5085.69
"2016",6695.00,0.00,4750.21
"2016",6696.00,0.00,4391.69
"2016",6697.00,0.00,4001.83
"2016",6698.00,0.00,3706.90
"2016",6699.00,0.00,3581.55
"2016",6700.00,0.00,3486.62
"2016",6701.00,0.00,3513.35
"2016",6702.00,0.00,3474.64
"2016",6703.00,57.41,3547.19
"2016",6704.00,640.36,2786.36
"2016",6705.00,2004.10,1688.98
"2016",6706.00,3078.86,995.78
"2016",6707.00,3661.67,678.41
"2016",6708.00,3825.93,711.38
"2016",6709.00,3992.30,439.94
"2016",6710.00,3930.31,326.82
"2016",6711.00,3675.07,559.02
"2016",6712.00,3063.64,1075.52
"2016",6713.00,1764.65,2294.32
"2016",6714.00,442.02,3602.21
"2016",6715.00,25.74,4339.22
"2016",6716.00,0.00,5212.88
"2016",6717.00,0.00,5095.83
"2016",6718.00,0.00,4942.84
"2016",6719.00,0.00,4667.26
"2016",6720.00,0.00,4262.66
"2016",6721.00,0.00,3964.96
"2016",6722.00,0.00,3729.02
"2016",6723.00,0.00,3599.06
"2016",6724.00,0.00,3573.26
"2016",6725.00,0.00,3577.87
"2016",6726.00,0.00,3734.55
"2016",6727.00,65.63,4154.63
"2016",6728.00,682.97,4058.03
"2016",6729.00,1994.41,3551.19
"2016",6730.00,3021.64,2864.05
"2016",6731.00,3545.89,2441.18
"2016",6732.00,3649.17,2509.33
"2016",6733.00,3798.17,1964.94
"2016",6734.00,3696.38,2181.94
"2016",6735.00,3395.13,2641.71
"2016",6736.00,2738.41,3292.90
"2016",6737.00,1443.69,4499.14
"2016",6738.00,313.12,5442.62
"2016",6739.00,17.15,5724.76
"2016",6740.00,0.00,6398.13
"2016",6741.00,0.00,6185.23
"2016",6742.00,0.00,5825.78
"2016",6743.00,0.00,5397.21
"2016",6744.00,0.00,4771.41
"2016",6745.00,0.00,4407.36
"2016",6746.00,0.00,4176.02
"2016",6747.00,0.00,4056.20
"2016",6748.00,0.00,3952.06
"2016",6749.00,0.00,3988.00
"2016",6750.00,0.00,4087.54
"2016",6751.00,41.44,4371.45
"2016",6752.00,427.21,4526.69
"2016",6753.00,1346.87,4417.16
"2016",6754.00,2328.06,3712.47
"2016",6755.00,2989.25,3133.30
"2016",6756.00,3182.89,3030.91
"2016",6757.00,3302.90,2541.32
"2016",6758.00,3102.15,2953.13
"2016",6759.00,2764.91,3408.33
"2016",6760.00,2117.25,4015.45
"2016",6761.00,1112.03,4939.56
"2016",6762.00,265.78,5602.40
"2016",6763.00,16.79,5908.53
"2016",6764.00,0.00,6597.21
"2016",6765.00,0.00,6265.41
"2016",6766.00,0.00,5906.89
"2016",6767.00,0.00,5489.38
"2016",6768.00,0.00,4824.87
"2016",6769.00,0.00,4508.74
"2016",6770.00,0.00,4246.99
"2016",6771.00,0.00,4128.09
"2016",6772.00,0.00,4014.73
"2016",6773.00,0.00,4007.36
"2016",6774.00,0.00,4133.62
"2016",6775.00,49.65,4471.99
"2016",6776.00,546.24,4448.21
"2016",6777.00,1739.11,4046.12
"2016",6778.00,2829.14,3274.98
"2016",6779.00,3468.55,2767.37
"2016",6780.00,3675.83,2590.51
"2016",6781.00,3823.38,1979.36
"2016",6782.00,3713.47,2321.53
"2016",6783.00,3359.42,2895.86
"2016",6784.00,2679.83,3526.59
"2016",6785.00,1434.94,4677.48
"2016",6786.00,320.26,5586.63
"2016",6787.00,15.60,5909.72
"2016",6788.00,0.00,6578.78
"2016",6789.00,0.00,6259.88
"2016",6790.00,0.00,5962.19
"2016",6791.00,0.00,5519.79
"2016",6792.00,0.00,4901.36
"2016",6793.00,0.00,4495.83
"2016",6794.00,0.00,4261.73
"2016",6795.00,0.00,4101.37
"2016",6796.00,0.00,4022.10
"2016",6797.00,0.00,4034.09
"2016",6798.00,0.00,4146.53
"2016",6799.00,48.31,4481.63
"2016",6800.00,561.24,4439.66
"2016",6801.00,1770.47,4006.47
"2016",6802.00,2767.05,3276.24
"2016",6803.00,3353.94,2761.24
"2016",6804.00,3497.55,2729.15
"2016",6805.00,3559.04,2284.26
"2016",6806.00,3385.79,2643.68
"2016",6807.00,3013.97,3118.73
"2016",6808.00,2294.80,3825.00
"2016",6809.00,1165.30,4871.54
"2016",6810.00,260.46,5622.46
"2016",6811.00,14.41,5884.18
"2016",6812.00,0.00,6567.72
"2016",6813.00,0.00,6288.45
"2016",6814.00,0.00,5962.19
"2016",6815.00,0.00,5431.31
"2016",6816.00,0.00,4761.27
"2016",6817.00,0.00,4391.69
"2016",6818.00,0.00,4176.02
"2016",6819.00,0.00,4027.63
"2016",6820.00,0.00,3988.00
"2016",6821.00,0.00,3957.59
"2016",6822.00,0.00,4072.79
"2016",6823.00,45.70,4404.98
"2016",6824.00,558.25,4334.82
"2016",6825.00,1894.82,3876.58
"2016",6826.00,3045.49,2996.89
"2016",6827.00,3577.23,2573.89
"2016",6828.00,3740.32,2477.16
"2016",6829.00,3822.33,2034.79
"2016",6830.00,3618.60,2462.49
"2016",6831.00,3222.23,2951.02
"2016",6832.00,2540.46,3543.38
"2016",6833.00,1346.16,4657.50
"2016",6834.00,299.45,5498.68
"2016",6835.00,14.81,5849.68
"2016",6836.00,0.00,6423.02
"2016",6837.00,0.00,6156.66
"2016",6838.00,0.00,5841.45
"2016",6839.00,0.00,5345.60
"2016",6840.00,0.00,4799.98
"2016",6841.00,0.00,4480.17
"2016",6842.00,0.00,4150.21
"2016",6843.00,0.00,3957.59
"2016",6844.00,0.00,3934.55
"2016",6845.00,0.00,3948.37
"2016",6846.00,0.00,3930.86
"2016",6847.00,37.04,4052.34
"2016",6848.00,447.65,3598.42
"2016",6849.00,1550.43,2949.09
"2016",6850.00,2657.55,2262.24
"2016",6851.00,3287.02,1744.29
"2016",6852.00,3505.43,1657.68
"2016",6853.00,3637.69,1436.94
"2016",6854.00,3533.42,1420.48
"2016",6855.00,3225.81,1688.46
"2016",6856.00,2471.57,2403.99
"2016",6857.00,1329.40,3465.05
"2016",6858.00,308.55,4438.90
"2016",6859.00,14.24,4949.79
"2016",6860.00,0.00,5717.03
"2016",6861.00,0.00,5563.11
"2016",6862.00,0.00,5244.22
"2016",6863.00,0.00,4905.97
"2016",6864.00,0.00,4488.46
"2016",6865.00,0.00,4111.50
"2016",6866.00,0.00,3830.40
"2016",6867.00,0.00,3705.98
"2016",6868.00,0.00,3626.71
"2016",6869.00,0.00,3570.49
"2016",6870.00,0.00,3494.92
"2016",6871.00,38.88,3633.00
"2016",6872.00,516.00,2997.35
"2016",6873.00,1749.09,2105.27
"2016",6874.00,2881.61,1357.08
"2016",6875.00,3546.74,899.32
"2016",6876.00,3772.21,869.25
"2016",6877.00,3918.77,727.29
"2016",6878.00,3831.34,600.90
"2016",6879.00,3553.93,780.62
"2016",6880.00,2853.43,1390.80
"2016",6881.00,1511.83,2660.51
"2016",6882.00,322.44,3897.82
"2016",6883.00,12.28,4473.42
"2016",6884.00,0.00,5376.02
"2016",6885.00,0.00,5214.73
"2016",6886.00,0.00,5019.33
"2016",6887.00,0.00,4641.46
"2016",6888.00,0.00,4240.54
"2016",6889.00,0.00,4030.40
"2016",6890.00,0.00,3764.04
"2016",6891.00,0.00,3707.82
"2016",6892.00,0.00,3690.31
"2016",6893.00,0.00,3679.25
"2016",6894.00,0.00,3764.04
"2016",6895.00,35.76,4202.93
"2016",6896.00,495.94,4332.61
"2016",6897.00,1683.62,4049.08
"2016",6898.00,2768.25,3216.06
"2016",6899.00,3372.07,2720.07
"2016",6900.00,3555.40,2637.20
"2016",6901.00,3689.17,2105.28
"2016",6902.00,3591.79,2329.84
"2016",6903.00,3271.04,2804.51
"2016",6904.00,2565.48,3461.22
"2016",6905.00,1296.16,4660.50
"2016",6906.00,271.22,5534.28
"2016",6907.00,10.10,5823.06
"2016",6908.00,0.00,6456.20
"2016",6909.00,0.00,6207.35
"2016",6910.00,0.00,5861.73
"2016",6911.00,0.00,5402.74
"2016",6912.00,0.00,4751.13
"2016",6913.00,0.00,4409.20
"2016",6914.00,0.00,4121.64
"2016",6915.00,0.00,4049.75
"2016",6916.00,0.00,3993.53
"2016",6917.00,0.00,3993.53
"2016",6918.00,0.00,4087.54
"2016",6919.00,39.45,4343.02
"2016",6920.00,515.12,4456.29
"2016",6921.00,1718.87,4089.40
"2016",6922.00,2806.89,3288.94
"2016",6923.00,3428.97,2671.46
"2016",6924.00,3665.70,2525.98
"2016",6925.00,3753.01,2049.73
"2016",6926.00,3598.09,2428.61
"2016",6927.00,3277.18,2835.23
"2016",6928.00,2472.69,3592.72
"2016",6929.00,1140.57,4826.23
"2016",6930.00,225.87,5574.10
"2016",6931.00,9.27,5941.86
"2016",6932.00,0.00,6477.39
"2016",6933.00,0.00,6247.90
"2016",6934.00,0.00,5877.40
"2016",6935.00,0.00,5355.74
"2016",6936.00,0.00,4778.78
"2016",6937.00,0.00,4423.02
"2016",6938.00,0.00,4181.55
"2016",6939.00,0.00,4088.46
"2016",6940.00,0.00,4020.26
"2016",6941.00,0.00,3999.06
"2016",6942.00,0.00,4082.93
"2016",6943.00,32.60,4410.70
"2016",6944.00,464.44,4542.92
"2016",6945.00,1592.19,4212.39
"2016",6946.00,2703.77,3384.68
"2016",6947.00,3370.46,2790.81
"2016",6948.00,3641.95,2572.77
"2016",6949.00,3726.97,2057.34
"2016",6950.00,3532.22,2506.47
"2016",6951.00,3154.22,2992.30
"2016",6952.00,2471.65,3636.16
"2016",6953.00,1281.77,4722.81
"2016",6954.00,283.42,5607.80
"2016",6955.00,11.17,5991.57
"2016",6956.00,0.00,6587.99
"2016",6957.00,0.00,6239.61
"2016",6958.00,0.00,5888.46
"2016",6959.00,0.00,5433.16
"2016",6960.00,0.00,4794.45
"2016",6961.00,0.00,4438.69
"2016",6962.00,0.00,4165.88
"2016",6963.00,0.00,4093.07
"2016",6964.00,0.00,3981.55
"2016",6965.00,0.00,3886.62
"2016",6966.00,0.00,4117.96
"2016",6967.00,25.10,4470.74
"2016",6968.00,428.76,4616.38
"2016",6969.00,1621.57,4233.70
"2016",6970.00,2744.96,3325.06
"2016",6971.00,3360.36,2798.14
"2016",6972.00,3579.99,2678.05
"2016",6973.00,3673.41,2118.27
"2016",6974.00,3570.38,2466.46
"2016",6975.00,3202.21,2917.58
"2016",6976.00,2449.40,3627.99
"2016",6977.00,1286.43,4711.71
"2016",6978.00,270.02,5564.06
"2016",6979.00,9.98,5938.38
"2016",6980.00,0.00,6559.42
"2016",6981.00,0.00,6258.04
"2016",6982.00,0.00,5909.65
"2016",6983.00,0.00,5412.88
"2016",6984.00,0.00,4807.35
"2016",6985.00,0.00,4391.69
"2016",6986.00,0.00,4171.41
"2016",6987.00,0.00,4046.07
"2016",6988.00,0.00,4011.04
"2016",6989.00,0.00,3991.69
"2016",6990.00,0.00,4059.89
"2016",6991.00,31.04,4384.61
"2016",6992.00,522.35,4427.86
"2016",6993.00,1778.49,4050.06
"2016",6994.00,2863.13,3220.72
"2016",6995.00,3429.02,2762.66
"2016",6996.00,3595.30,2669.19
"2016",6997.00,3690.99,2117.29
"2016",6998.00,3650.94,2362.86
"2016",6999.00,3376.05,2718.86
"2016",7000.00,2790.85,3252.45
"2016",7001.00,1407.03,4518.29
"2016",7002.00,273.22,5458.56
"2016",7003.00,9.41,5944.48
"2016",7004.00,0.00,6525.32
"2016",7005.00,0.00,6197.21
"2016",7006.00,0.00,5785.23
"2016",7007.00,0.00,5359.43
"2016",7008.00,0.00,4875.56
"2016",7009.00,0.00,4451.60
"2016",7010.00,0.00,4165.88
"2016",7011.00,0.00,3996.30
"2016",7012.00,0.00,3934.55
"2016",7013.00,0.00,3909.66
"2016",7014.00,0.00,3884.78
"2016",7015.00,28.89,4035.61
"2016",7016.00,519.18,3545.32
"2016",7017.00,1819.98,2699.82
"2016",7018.00,2996.75,1943.32
"2016",7019.00,3609.04,1462.83
"2016",7020.00,3814.91,1294.74
"2016",7021.00,3871.27,1190.46
"2016",7022.00,3761.73,1157.14
"2016",7023.00,3457.87,1461.93
"2016",7024.00,2785.07,2003.85
"2016",7025.00,1417.66,3302.13
"2016",7026.00,279.12,4417.64
"2016",7027.00,10.00,5075.69
"2016",7028.00,0.00,5735.46
"2016",7029.00,0.00,5524.40
"2016",7030.00,0.00,5176.94
"2016",7031.00,0.00,4860.81
"2016",7032.00,0.00,4415.65
"2016",7033.00,0.00,4030.40
"2016",7034.00,0.00,3797.22
"2016",7035.00,0.00,3668.19
"2016",7036.00,0.00,3570.49
"2016",7037.00,0.00,3546.53
"2016",7038.00,0.00,3546.53
"2016",7039.00,31.28,3570.55
"2016",7040.00,557.54,2935.53
"2016",7041.00,1930.64,1770.72
"2016",7042.00,3101.88,1074.14
"2016",7043.00,3667.27,721.65
"2016",7044.00,3887.63,673.64
"2016",7045.00,3994.00,579.26
"2016",7046.00,3918.57,421.51
"2016",7047.00,3606.62,656.96
"2016",7048.00,2919.71,1233.27
"2016",7049.00,1461.02,2585.05
"2016",7050.00,270.15,3869.01
"2016",7051.00,8.10,4586.35
"2016",7052.00,0.00,5258.04
"2016",7053.00,0.00,5210.12
"2016",7054.00,0.00,4942.84
"2016",7055.00,0.00,4642.38
"2016",7056.00,0.00,4204.59
"2016",7057.00,0.00,3893.99
"2016",7058.00,0.00,3679.25
"2016",7059.00,0.00,3630.40
"2016",7060.00,0.00,3594.46
"2016",7061.00,0.00,3610.12
"2016",7062.00,0.00,3744.69
"2016",7063.00,30.49,4192.53
"2016",7064.00,548.25,4329.15
"2016",7065.00,1914.47,3721.45
"2016",7066.00,3080.50,2913.94
"2016",7067.00,3656.86,2413.17
"2016",7068.00,3884.17,2294.61
"2016",7069.00,3996.40,1704.04
"2016",7070.00,3928.51,1982.07
"2016",7071.00,3654.26,2324.52
"2016",7072.00,2950.15,2977.93
"2016",7073.00,1464.47,4388.04
"2016",7074.00,267.55,5440.26
"2016",7075.00,7.45,5976.86
"2016",7076.00,0.00,6445.14
"2016",7077.00,0.00,6164.03
"2016",7078.00,0.00,5877.40
"2016",7079.00,0.00,5288.46
"2016",7080.00,0.00,4790.76
"2016",7081.00,0.00,4375.10
"2016",7082.00,0.00,4132.70
"2016",7083.00,0.00,3988.00
"2016",7084.00,0.00,3938.23
"2016",7085.00,0.00,3952.98
"2016",7086.00,0.00,4069.11
"2016",7087.00,27.31,4451.01
"2016",7088.00,521.53,4566.93
"2016",7089.00,1867.43,3976.78
"2016",7090.00,3072.28,3035.53
"2016",7091.00,3647.25,2526.00
"2016",7092.00,3884.23,2363.67
"2016",7093.00,3989.98,1723.36
"2016",7094.00,3918.16,1991.50
"2016",7095.00,3624.69,2380.82
"2016",7096.00,2884.06,3115.92
"2016",7097.00,1412.35,4531.41
"2016",7098.00,257.74,5625.18
"2016",7099.00,7.01,6358.86
"2016",7100.00,0.00,6582.46
"2016",7101.00,0.00,6211.04
"2016",7102.00,0.00,5916.11
"2016",7103.00,0.00,5402.74
"2016",7104.00,0.00,4786.16
"2016",7105.00,0.00,4437.77
"2016",7106.00,0.00,4212.89
"2016",7107.00,0.00,4043.30
"2016",7108.00,0.00,3991.69
"2016",7109.00,0.00,3983.39
"2016",7110.00,0.00,4089.38
"2016",7111.00,24.18,4457.83
"2016",7112.00,492.17,4728.08
"2016",7113.00,1800.39,4119.40
"2016",7114.00,2973.78,3151.54
"2016",7115.00,3570.83,2725.92
"2016",7116.00,3783.84,2557.15
"2016",7117.00,3859.09,2009.09
"2016",7118.00,3677.30,2368.76
"2016",7119.00,3293.09,2798.13
"2016",7120.00,2551.73,3503.55
"2016",7121.00,1237.93,4741.77
"2016",7122.00,246.02,5609.26
"2016",7123.00,6.60,6186.00
"2016",7124.00,0.00,6538.22
"2016",7125.00,0.00,6245.14
"2016",7126.00,0.00,5934.54
"2016",7127.00,0.00,5379.70
"2016",7128.00,0.00,4819.34
"2016",7129.00,0.00,4423.02
"2016",7130.00,0.00,4186.16
"2016",7131.00,0.00,4078.32
"2016",7132.00,0.00,3999.06
"2016",7133.00,0.00,4017.50
"2016",7134.00,0.00,4083.85
"2016",7135.00,15.51,4479.41
"2016",7136.00,348.66,4762.84
"2016",7137.00,1353.04,4445.09
"2016",7138.00,2436.70,3644.39
"2016",7139.00,3093.45,3081.64
"2016",7140.00,3433.10,2812.03
"2016",7141.00,3455.00,2285.99
"2016",7142.00,3380.44,2518.15
"2016",7143.00,3052.31,2966.10
"2016",7144.00,2414.07,3552.73
"2016",7145.00,1297.90,4595.17
"2016",7146.00,240.22,5534.87
"2016",7147.00,6.30,6145.75
"2016",7148.00,0.00,6539.14
"2016",7149.00,0.00,6280.16
"2016",7150.00,0.00,5919.79
"2016",7151.00,0.00,5314.26
"2016",7152.00,0.00,4778.78
"2016",7153.00,0.00,4412.89
"2016",7154.00,0.00,4123.49
"2016",7155.00,0.00,4041.46
"2016",7156.00,0.00,3942.84
"2016",7157.00,0.00,4001.83
"2016",7158.00,0.00,4113.35
"2016",7159.00,21.69,4497.18
"2016",7160.00,457.16,4675.54
"2016",7161.00,1570.85,4253.09
"2016",7162.00,2725.48,3374.95
"2016",7163.00,3337.96,2873.08
"2016",7164.00,3584.89,2651.03
"2016",7165.00,3596.02,2146.82
"2016",7166.00,3439.70,2438.62
"2016",7167.00,3129.57,2895.29
"2016",7168.00,2474.28,3476.85
"2016",7169.00,1168.66,4670.03
"2016",7170.00,219.75,5468.71
"2016",7171.00,5.90,6108.36
"2016",7172.00,0.00,6460.80
"2016",7173.00,0.00,6200.90
"2016",7174.00,0.00,5794.45
"2016",7175.00,0.00,5365.88
"2016",7176.00,0.00,4786.16
"2016",7177.00,0.00,4436.85
"2016",7178.00,0.00,4181.55
"2016",7179.00,0.00,3988.92
"2016",7180.00,0.00,3892.15
"2016",7181.00,0.00,3835.93
"2016",7182.00,0.00,3870.03
"2016",7183.00,15.63,4006.47
"2016",7184.00,387.71,3650.06
"2016",7185.00,1512.84,3018.94
"2016",7186.00,2718.69,2234.28
"2016",7187.00,3348.88,1744.19
"2016",7188.00,3518.39,1614.31
"2016",7189.00,3557.65,1504.08
"2016",7190.00,3441.03,1449.27
"2016",7191.00,3099.08,1792.15
"2016",7192.00,2401.51,2329.35
"2016",7193.00,1139.59,3537.81
"2016",7194.00,209.12,4524.50
"2016",7195.00,5.54,5326.24
"2016",7196.00,0.00,5765.88
"2016",7197.00,0.00,5573.25
"2016",7198.00,0.00,5319.79
"2016",7199.00,0.00,4934.54
"2016",7200.00,0.00,4544.68
"2016",7201.00,0.00,4150.21
"2016",7202.00,0.00,3856.21
"2016",7203.00,0.00,3691.23
"2016",7204.00,0.00,3532.70
"2016",7205.00,0.00,3531.78
"2016",7206.00,0.00,3532.70
"2016",7207.00,12.83,3480.24
"2016",7208.00,357.00,3052.20
"2016",7209.00,1433.23,2181.50
"2016",7210.00,2655.29,1364.97
"2016",7211.00,3326.55,1003.39
"2016",7212.00,3547.46,922.57
"2016",7213.00,3597.44,1069.82
"2016",7214.00,3452.07,1105.51
"2016",7215.00,3122.69,1188.82
"2016",7216.00,2410.67,1818.81
"2016",7217.00,1155.59,2966.06
"2016",7218.00,203.96,3975.75
"2016",7219.00,5.06,4847.45
"2016",7220.00,0.00,5305.97
"2016",7221.00,0.00,5275.55
"2016",7222.00,0.00,5148.37
"2016",7223.00,0.00,4928.09
"2016",7224.00,0.00,4597.22
"2016",7225.00,0.00,4113.35
"2016",7226.00,0.00,3846.07
"2016",7227.00,0.00,3697.68
"2016",7228.00,0.00,3614.73
"2016",7229.00,0.00,3580.63
"2016",7230.00,0.00,3594.46
"2016",7231.00,13.59,3755.06
"2016",7232.00,381.90,3721.31
"2016",7233.00,1526.86,3259.30
"2016",7234.00,2797.84,2820.57
"2016",7235.00,3437.26,2489.90
"2016",7236.00,3721.24,2382.88
"2016",7237.00,3788.76,2416.75
"2016",7238.00,3671.57,2099.83
"2016",7239.00,3330.41,2653.90
"2016",7240.00,2541.63,3584.61
"2016",7241.00,1175.16,4913.30
"2016",7242.00,198.99,5872.87
"2016",7243.00,4.87,6323.21
"2016",7244.00,0.00,6601.82
"2016",7245.00,0.00,6365.87
"2016",7246.00,0.00,6055.28
"2016",7247.00,0.00,5724.40
"2016",7248.00,0.00,5353.90
"2016",7249.00,0.00,4741.92
"2016",7250.00,0.00,4418.42
"2016",7251.00,0.00,4176.02
"2016",7252.00,0.00,4072.79
"2016",7253.00,0.00,3978.79
"2016",7254.00,0.00,4037.77
"2016",7255.00,16.44,4115.34
"2016",7256.00,454.23,3895.06
"2016",7257.00,1705.15,3278.24
"2016",7258.00,2918.40,2856.70
"2016",7259.00,3583.61,2490.10
"2016",7260.00,3879.57,2322.25
"2016",7261.00,3988.30,2284.49
"2016",7262.00,3900.39,1918.02
"2016",7263.00,3591.02,2411.72
"2016",7264.00,2818.28,3300.59
"2016",7265.00,1294.91,4811.98
"2016",7266.00,206.38,5894.06
"2016",7267.00,4.64,6352.02
"2016",7268.00,0.00,6631.31
"2016",7269.00,0.00,6431.31
"2016",7270.00,0.00,6136.38
"2016",7271.00,0.00,5812.88
"2016",7272.00,0.00,5408.27
"2016",7273.00,0.00,4740.07
"2016",7274.00,0.00,4438.69
"2016",7275.00,0.00,4204.59
"2016",7276.00,0.00,4056.20
"2016",7277.00,0.00,3981.55
"2016",7278.00,0.00,3971.41
"2016",7279.00,13.18,4120.44
"2016",7280.00,403.38,3916.42
"2016",7281.00,1618.57,3364.82
"2016",7282.00,2876.58,2941.83
"2016",7283.00,3538.85,2483.25
"2016",7284.00,3794.41,2380.68
"2016",7285.00,3885.89,2390.58
"2016",7286.00,3791.40,1993.83
"2016",7287.00,3496.09,2509.41
"2016",7288.00,2726.97,3370.70
"2016",7289.00,1253.55,4783.30
"2016",7290.00,201.51,5825.20
"2016",7291.00,4.38,6284.07
"2016",7292.00,0.00,6496.75
